"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","600","PROD006_SortByPriceHighToLow_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:33:41 UTC 2026","passed","Wed Jan 21 07:33:42 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD006_SortByPriceHighToLow_UpdatesListOrder"
"","504","PROD003_SortByNameAToZ_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:33:40 UTC 2026","passed","Wed Jan 21 07:33:40 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD003_SortByNameAToZ_UpdatesListOrder"
"","499","PROD004_SortByNameZToA_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:33:40 UTC 2026","passed","Wed Jan 21 07:33:41 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD004_SortByNameZToA_UpdatesListOrder"
"","632","CHKT009_CheckoutOverview_DisplaysCorrectTotalSum","SAHomeLoansSauceDemo","Wed Jan 21 07:33:39 UTC 2026","passed","Wed Jan 21 07:33:39 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CHKT009_CheckoutOverview_DisplaysCorrectTotalSum"
"","844","CHKT001_SubmitValidInformation_NavigatesToOverviewPage","SAHomeLoansSauceDemo","Wed Jan 21 07:33:36 UTC 2026","passed","Wed Jan 21 07:33:37 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CHKT001_SubmitValidInformation_NavigatesToOverviewPage"
"","713","CART001_AddBackpack_UpdatesBadgeCount","SAHomeLoansSauceDemo","Wed Jan 21 07:33:37 UTC 2026","passed","Wed Jan 21 07:33:37 UTC 2026","CriticalUiTests","SAHomeLoansSauceDemo.Tests","CriticalUiTests","CART001_AddBackpack_UpdatesBadgeCount"
"","2608","CART007_AddProductToCart_DisplaysCorrectDetailsOnCartPage","SAHomeLoansSauceDemo","Wed Jan 21 07:33:32 UTC 2026","passed","Wed Jan 21 07:33:35 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CART007_AddProductToCart_DisplaysCorrectDetailsOnCartPage"
"","773","CHKT007_CheckoutOverview_DisplaysCorrectSubtotal","SAHomeLoansSauceDemo","Wed Jan 21 07:33:37 UTC 2026","passed","Wed Jan 21 07:33:38 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CHKT007_CheckoutOverview_DisplaysCorrectSubtotal"
"","942","CART009_ClickCheckout_NavigatesToInformationPage","SAHomeLoansSauceDemo","Wed Jan 21 07:33:35 UTC 2026","passed","Wed Jan 21 07:33:36 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CART009_ClickCheckout_NavigatesToInformationPage"
"","514","PROD005_SortByPriceLowToHigh_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:33:41 UTC 2026","passed","Wed Jan 21 07:33:41 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD005_SortByPriceLowToHigh_UpdatesListOrder"
