"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","633","TC_ISSUE_005_Reproduce_EmptyCartCheckout","SAHomeLoansSauceDemo","Wed Jan 21 07:35:14 UTC 2026","failed","Wed Jan 21 07:35:15 UTC 2026","IssueTest","SAHomeLoansSauceDemo.Tests","IssueTest","TC_ISSUE_005_Reproduce_EmptyCartCheckout"
"","5925","TC_ISSUE_003_Reproduce_CartRemoveFailure","SAHomeLoansSauceDemo","Wed Jan 21 07:35:07 UTC 2026","broken","Wed Jan 21 07:35:13 UTC 2026","IssueTest","SAHomeLoansSauceDemo.Tests","IssueTest","TC_ISSUE_003_Reproduce_CartRemoveFailure"
"","553","PROD003_SortByNameAToZ_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:35:12 UTC 2026","passed","Wed Jan 21 07:35:12 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD003_SortByNameAToZ_UpdatesListOrder"
"","688","CHKT008_CheckoutOverview_DisplaysCorrectTaxAmount","SAHomeLoansSauceDemo","Wed Jan 21 07:35:10 UTC 2026","passed","Wed Jan 21 07:35:10 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CHKT008_CheckoutOverview_DisplaysCorrectTaxAmount"
"","664","CHKT009_CheckoutOverview_DisplaysCorrectTotalSum","SAHomeLoansSauceDemo","Wed Jan 21 07:35:10 UTC 2026","passed","Wed Jan 21 07:35:11 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CHKT009_CheckoutOverview_DisplaysCorrectTotalSum"
"","2653","TC_ISSUE_001_Reproduce_BrokenImages","SAHomeLoansSauceDemo","Wed Jan 21 07:35:04 UTC 2026","failed","Wed Jan 21 07:35:06 UTC 2026","IssueTest","SAHomeLoansSauceDemo.Tests","IssueTest","TC_ISSUE_001_Reproduce_BrokenImages"
"","681","PROD006_SortByPriceHighToLow_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:35:13 UTC 2026","passed","Wed Jan 21 07:35:14 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD006_SortByPriceHighToLow_UpdatesListOrder"
"","608","PROD001_VerifyAllProducts_DisplaysCorrectCountAndInfo","SAHomeLoansSauceDemo","Wed Jan 21 07:35:11 UTC 2026","passed","Wed Jan 21 07:35:12 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD001_VerifyAllProducts_DisplaysCorrectCountAndInfo"
"","5605","TC_ISSUE_006_Reproduce_LoginPerformanceGlitch","SAHomeLoansSauceDemo","Wed Jan 21 07:35:15 UTC 2026","failed","Wed Jan 21 07:35:20 UTC 2026","IssueTest","SAHomeLoansSauceDemo.Tests","IssueTest","TC_ISSUE_006_Reproduce_LoginPerformanceGlitch"
"","1006","CART009_ClickCheckout_NavigatesToInformationPage","SAHomeLoansSauceDemo","Wed Jan 21 07:35:06 UTC 2026","passed","Wed Jan 21 07:35:07 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","CART009_ClickCheckout_NavigatesToInformationPage"
"","872","TC_ISSUE_004_Reproduce_LastNameInputBug","SAHomeLoansSauceDemo","Wed Jan 21 07:35:13 UTC 2026","failed","Wed Jan 21 07:35:14 UTC 2026","IssueTest","SAHomeLoansSauceDemo.Tests","IssueTest","TC_ISSUE_004_Reproduce_LastNameInputBug"
"","624","PROD005_SortByPriceLowToHigh_UpdatesListOrder","SAHomeLoansSauceDemo","Wed Jan 21 07:35:13 UTC 2026","passed","Wed Jan 21 07:35:13 UTC 2026","HighUiTests","SAHomeLoansSauceDemo.Tests","HighUiTests","PROD005_SortByPriceLowToHigh_UpdatesListOrder"
